sample_id	contig_id	Prediction_tool	Product_class	BGC_probability	BGC_complete	BGC_start	BGC_end	BGC_length	CDS_count	domain_array	backbone_class
GCF_014497285.1	contig_16	deepBGC	Other	0.61171		37575	40866	3291	2	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_014497285.1	contig_2	deepBGC		0.51442		28698	29328	630	1	PF00398|PF01135|PF13489|PF13649|PF13847	RiPP
GCF_003639195.1	contig_31	antiSMASH	Terpene-precursor		No	1	60275	60275	63	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Peptidase_M50|QueE	Terpene
GCF_011141145.1	contig_18	antiSMASH	Terpene-precursor		No	1	10243	10243	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003639615.1	contig_26	deepBGC		0.59351		175	289	114	1	PF05048	Unknown
GCF_003639615.1	contig_4	deepBGC		0.73914		37610	46655	9045	8	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCF_003639615.1	contig_8	deepBGC		0.53609		2778	4056	1278	3	PF02492|PF07883	Unknown
GCF_011141055.1	contig_5	antiSMASH	Terpene-precursor		No	1	8227	8227	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040861505.1	contig_9	deepBGC	Saccharide	0.75286		62166	69408	7242	6	PF00133|PF00534|PF01406|PF01588|PF02784|PF03061|PF05219|PF08003|PF08241|PF08242|PF09334|PF13439|PF13489|PF13649|PF13692|PF13847	Unknown
GCF_003639785.1	contig_20	antiSMASH	Terpene-precursor		No	1	8265	8265	11	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014497405.1	contig_2	deepBGC		0.79065		37089	46149	9060	9	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF07927|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCF_003639725.1	contig_17	antiSMASH	Terpene-precursor		No	1	9857	9857	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014498585.1	contig_5	antiSMASH	Terpene-precursor		No	1	15214	15214	18	Fer4_12|GTP_cyclohydroI|Glyco_transf_9|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821475.1	contig_13	deepBGC		0.66743		19038	26198	7160	9	PF00070|PF00258|PF00342|PF00890|PF01494|PF02130|PF02668|PF03486|PF03597|PF07173|PF07690|PF07992|PF09335|PF12641|PF12724|PF12831|PF13347|PF13434|PF13450|PF13738	Unknown
GCF_040821475.1	contig_32	deepBGC		0.6011		9805	10591	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_040821475.1	contig_39	deepBGC		0.54452		2	4669	4667	4	PF00108|PF00195|PF07451|PF08541|PF08545|PF09320|PF13175|PF13304	Unknown
GCF_040821475.1	contig_54	deepBGC		0.80938		108	4921	4813	9	PF00092|PF01636|PF07714|PF08433|PF13519|PF13672	Unknown
GCF_040821475.1	contig_55	deepBGC	Other	0.64036		94	1264	1170	1	PF01135|PF01209|PF01555|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_040821475.1	contig_55	deepBGC	Polyketide	0.6818		55561	65439	9878	9	PF00106|PF00398|PF00920|PF01073|PF01081|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07719|PF07993|PF08238|PF08659|PF13489|PF13561|PF13649|PF13847|PF16363	RiPP
GCF_040821475.1	contig_60	deepBGC		0.59617		92	2291	2199	2	PF01497	Unknown
GCF_015904975.1	contig_9	antiSMASH	Terpene-precursor		No	1	56810	56810	58	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Peptidase_M50|QueE	Terpene
GCF_014496815.1	contig_13	antiSMASH	Terpene-precursor		No	1	59881	59881	65	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003639805.1	contig_36	antiSMASH	Terpene-precursor		No	1	48049	48049	42	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014498205.1	contig_16	deepBGC	Other	0.60369		37689	42783	5094	4	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_014496865.1	contig_2	deepBGC	Saccharide	0.71916		30183	38745	8562	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_014496865.1	contig_9	deepBGC		0.61797		203	1214	1011	1	PF01501	NRPS_like
GCF_040820855.1	contig_108	deepBGC		0.5219		3109	3940	831	1	PF02569	Unknown
GCF_040820855.1	contig_108	deepBGC		0.56438		4745	6229	1484	3	PF00484|PF00793	Unknown
GCF_040820855.1	contig_108	deepBGC		0.51105		6710	7127	417	1	PF01029	Unknown
GCF_040820855.1	contig_128	deepBGC	Terpene	0.61009		69	5467	5398	5	PF00884|PF03544|PF04909|PF13088	Terpene
GCF_040820855.1	contig_130	deepBGC		0.74714		221	5187	4966	4	PF01869|PF01968|PF02538|PF05378|PF08882	Unknown
GCF_040820855.1	contig_26	deepBGC		0.55475		1	1039	1038	1	PF01501	NRPS_like
GCF_040820855.1	contig_32	deepBGC		0.51183		48	603	555	1	PF03548	Unknown
GCF_040820855.1	contig_36	deepBGC	Polyketide	0.7954		351	2892	2541	3	PF00109|PF00550|PF01039|PF02801|PF03255|PF10501|PF14573|PF16320	PKS
GCF_040820855.1	contig_41	deepBGC		0.61018		4293	8043	3750	3	PF00133|PF01406|PF01588|PF08003|PF08241|PF08242|PF09334|PF13489|PF13649|PF13847	Unknown
GCF_040820855.1	contig_56	deepBGC	Polyketide	0.52541		1984	2737	753	1	PF00106|PF01370|PF08659|PF13561	Unknown
GCF_040820855.1	contig_80	deepBGC		0.69253		40	10109	10069	11	PF00266|PF00268|PF00289|PF00364|PF00398|PF01041|PF01073|PF01135|PF01370|PF01416|PF02222|PF02655|PF02719|PF02785|PF02786|PF03739|PF04321|PF06062|PF07478|PF07993|PF08443|PF08659|PF13460|PF13489|PF13549|PF13649|PF13847|PF14397|PF15632|PF16363	RiPP
GCA_040861805.1	contig_12	deepBGC	Saccharide	0.71645		37712	46788	9076	9	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF02784|PF03061|PF05175|PF06325|PF07927|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCF_011175135.1	contig_11	antiSMASH	Terpene-precursor		No	1	98203	98203	100	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_001999845.1	contig_29	antiSMASH	Terpene-precursor		No	1	54967	54967	55	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003639635.1	contig_20	antiSMASH	Terpene-precursor		No	1	9558	9558	14	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024409305.1	contig_1	deepBGC		0.54384		1065	7336	6271	4	PF00873|PF01208|PF02321|PF03176|PF13437|PF13533|PF16576	Unknown
GCA_024409305.1	contig_1	deepBGC		0.51449		17637	18138	501	1	PF01061	Unknown
GCA_024409305.1	contig_107	deepBGC		0.59079		93	3483	3390	3	PF00490|PF01709|PF08238	Unknown
GCA_024409305.1	contig_12	deepBGC		0.56798		284	3384	3100	4	PF00215|PF00484|PF00793|PF02569	Unknown
GCA_024409305.1	contig_12	deepBGC		0.51815		3865	4282	417	1	PF01029	Unknown
GCA_024409305.1	contig_123	deepBGC	RiPP	0.59718		51	240	189	1	PF00005	Unknown
GCA_024409305.1	contig_142	deepBGC	Polyketide	0.68113		218	11250	11032	10	PF00108|PF00109|PF01144|PF01968|PF02538|PF02667|PF02803|PF03235|PF03600|PF03606|PF03806|PF05378|PF08882|PF09982|PF10108|PF13336	PKS
GCA_024409305.1	contig_151	deepBGC		0.54425		841	4481	3640	3	PF00364|PF01061|PF02321|PF12698|PF13437|PF13533|PF16576	Unknown
GCA_024409305.1	contig_22	deepBGC		0.5428		176	1763	1587	1	PF02521	Unknown
GCA_024409305.1	contig_26	deepBGC		0.55613		258	732	474	1	PF13664	Unknown
GCA_024409305.1	contig_6	deepBGC		0.67755		1260	3443	2183	3	PF00289|PF02222|PF02655|PF02785|PF02786|PF05050|PF07478|PF08443|PF13549|PF14397|PF15632	Unknown
GCA_024409305.1	contig_64	deepBGC		0.70754		2	4653	4651	8	PF00106|PF00550|PF01165|PF01678|PF04224|PF08659|PF10034|PF10501|PF13561|PF14573|PF16320|PF16777	PKS
GCA_024409305.1	contig_76	deepBGC	Saccharide	0.81789		2	5029	5027	6	PF00534|PF01588|PF02784|PF03061|PF08003|PF08241|PF08242|PF13439|PF13489|PF13649|PF13692|PF13847	Unknown
GCA_024409305.1	contig_94	deepBGC		0.53126		2	548	546	1	PF02492	Unknown
GCF_003640095.1	contig_20	antiSMASH	Terpene-precursor		Yes	8493	29404	20912	24	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003640025.1	contig_15	antiSMASH	Terpene-precursor		No	1	8413	8413	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014498895.1	contig_4	antiSMASH	Terpene-precursor		No	1	65217	65217	63	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024412375.1	contig_1	antiSMASH	Terpene-precursor		Yes	681023	701934	20912	18	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024406975.1	contig_23	deepBGC	Polyketide	0.71911		63506	69671	6165	11	PF00106|PF00109|PF00550|PF01165|PF01678|PF02801|PF04224|PF08659|PF10034|PF10501|PF13561|PF14573|PF16320|PF16777	PKS
GCA_024406975.1	contig_24	deepBGC		0.56829		100470	104220	3750	3	PF00133|PF01406|PF01588|PF08003|PF08241|PF08242|PF09334|PF13489|PF13649|PF13847	Unknown
GCA_024406975.1	contig_26	deepBGC		0.65156		74252	75246	994	2	PF00108|PF00195|PF07451|PF08541|PF08545	Unknown
GCF_030062665.1	contig_1	antiSMASH	Terpene-precursor		Yes	1279834	1300745	20912	25	Fer4_12|GATase_7|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821425.1	contig_2	deepBGC		0.5671		4149	4935	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_040821425.1	contig_37	deepBGC	Polyketide	0.53886		119	1280	1161	1	PF05977|PF07690|PF13347	Unknown
GCF_040821425.1	contig_46	deepBGC	NRP	0.5001		1394	2441	1047	1	PF00107|PF01262|PF02826|PF03446|PF08240	NRPS_like
GCF_040821425.1	contig_46	deepBGC		0.50092		5636	7463	1827	1	PF00920	Unknown
GCF_040821425.1	contig_51	deepBGC		0.65413		444	10501	10057	12	PF00155|PF00266|PF00268|PF00289|PF00364|PF00398|PF01041|PF01073|PF01135|PF01370|PF01416|PF02222|PF02655|PF02719|PF02785|PF02786|PF03739|PF04321|PF06062|PF07478|PF07993|PF08443|PF08659|PF13489|PF13549|PF13649|PF13847|PF14397|PF15632|PF16363	RiPP
GCA_040860925.1	contig_8	antiSMASH	Terpene-precursor		No	1	57838	57838	57	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014497415.1	contig_17	antiSMASH	Terpene-precursor		Yes	33571	54482	20912	18	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011141095.1	contig_9	antiSMASH	Terpene-precursor		No	1	11297	11297	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_015905025.1	contig_26	antiSMASH	Terpene-precursor		No	1	8137	8137	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821215.1	contig_6	antiSMASH	Terpene-precursor		No	1	35391	35391	39	Fer4_12|GTP_cyclohydroI|PP-binding|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821825.1	contig_34	antiSMASH	Terpene-precursor		No	1	9435	9435	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_030062565.1	contig_1	antiSMASH	Terpene-precursor		Yes	1570326	1591237	20912	23	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024407555.1	contig_26	antiSMASH	Terpene-precursor		No	1	74194	74194	77	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024412795.1	contig_21	antiSMASH	Terpene-precursor		No	1	85477	85477	84	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014498655.1	contig_10	deepBGC		0.50978		204	1311	1107	1	PF01501	NRPS_like
GCF_014498655.1	contig_17	deepBGC		0.61313		91465	94954	3489	3	PF00108|PF00195|PF07451|PF08541|PF08545|PF11697	Unknown
GCF_014498655.1	contig_3	deepBGC		0.65891		31041	39607	8566	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_030062685.1	contig_1	antiSMASH	Terpene-precursor		Yes	1592257	1613168	20912	22	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024412515.1	contig_17	deepBGC	Saccharide	0.64675		37616	46455	8839	8	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF02784|PF03061|PF05175|PF06325|PF07927|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_040862185.1	contig_9	antiSMASH	Terpene-precursor		No	1	59834	59834	58	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040862585.1	contig_8	antiSMASH	Terpene-precursor		No	1	77580	77580	87	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040861705.1	contig_19	antiSMASH	Terpene-precursor		No	1	8182	8182	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040861605.1	contig_9	antiSMASH	Terpene-precursor		No	1	74552	74552	84	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Pkinase|QueE	Terpene
GCF_040821195.1	contig_103	deepBGC		0.71086		113	4470	4357	5	PF00698|PF01048|PF01531|PF01555|PF05066	Unknown
GCF_040821195.1	contig_26	deepBGC	Polyketide	0.78236		72	3585	3513	5	PF00106|PF00109|PF00550|PF01039|PF02801|PF03255|PF08659|PF10501|PF13561|PF14573|PF16320	PKS
GCF_040821195.1	contig_47	deepBGC		0.58316		7691	12142	4451	2	PF01968|PF02538|PF05378	Unknown
GCF_040821195.1	contig_48	deepBGC	RiPP	0.70354		126	11863	11737	5	PF00005|PF01061|PF03077|PF03797|PF13304|PF14782	Unknown
GCF_040821195.1	contig_5	deepBGC		0.5428		10	1408	1398	1	PF02521	Unknown
GCF_040821195.1	contig_50	deepBGC		0.92067		39	11704	11665	12	PF00106|PF00266|PF00268|PF00398|PF01041|PF01073|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF05050|PF07993|PF08659|PF13460|PF13561|PF13649|PF13847|PF16363	RiPP
GCF_040821195.1	contig_53	deepBGC		0.582		4175	4961	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_040821195.1	contig_79	deepBGC		0.50799		3464	3878	414	1	PF00334	Unknown
GCF_040821195.1	contig_79	deepBGC		0.66486		5533	6526	993	1	PF00108|PF00195|PF07451|PF08541|PF08545	Unknown
GCF_040821195.1	contig_89	deepBGC	Polyketide	0.50748		4899	6231	1332	1	PF00083|PF05977|PF07690|PF13347	Unknown
GCA_024406335.1	contig_15	deepBGC		0.80315		242	6224	5982	4	PF01968|PF02538|PF05378|PF08882|PF09516	Unknown
GCA_040862525.1	contig_19	antiSMASH	Terpene-precursor		No	1	8398	8398	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040820915.1	contig_58	antiSMASH	Terpene-precursor		No	1	10525	10525	14	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003382505.1	contig_18	antiSMASH	Terpene-precursor		No	1	63665	63665	64	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014498905.1	contig_14	antiSMASH	Terpene-precursor		No	1	8192	8192	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011140955.1	contig_18	deepBGC		0.62824		7573	8359	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_011140955.1	contig_21	deepBGC		0.8052		2	17591	17589	16	PF00106|PF00107|PF00155|PF00266|PF00268|PF00398|PF00479|PF00920|PF01041|PF01073|PF01081|PF01135|PF01182|PF01262|PF01370|PF01416|PF01501|PF02685|PF02719|PF02781|PF02826|PF03446|PF03739|PF04321|PF07719|PF07993|PF08238|PF08240|PF08659|PF13460|PF13489|PF13561|PF13649|PF13847|PF16363	NRPS_like|RiPP
GCF_011140955.1	contig_23	deepBGC		0.5034		8865	10131	1266	2	PF03070|PF04264	Unknown
GCF_011140955.1	contig_40	deepBGC	NRP	0.57833		2	2279	2277	2	PF00425|PF01063|PF09924	Unknown
GCF_011140955.1	contig_5	deepBGC		0.58826		0	1164	1164	1	PF01135|PF01209|PF01555|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCA_040862265.1	contig_8	antiSMASH	Terpene-precursor		No	1	103755	103755	110	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_015904485.1	contig_18	deepBGC		0.78028		81946	93527	11581	11	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF02784|PF03061|PF03235|PF05175|PF06325|PF07510|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_024409335.1	contig_35	antiSMASH	Terpene-precursor		No	1	8068	8068	11	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003639365.1	contig_32	deepBGC		0.74733		37636	46216	8580	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_003639365.1	contig_5	deepBGC		0.57237		15733	21190	5457	8	PF00070|PF00258|PF00890|PF01494|PF02130|PF02668|PF03486|PF03597|PF07173|PF07690|PF07992|PF09335|PF12641|PF12724|PF12831|PF13347|PF13434|PF13450|PF13738	Unknown
GCF_015905105.1	contig_13	deepBGC		0.5297		9942	10728	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_015905105.1	contig_25	deepBGC	RiPP	0.70051		1	1215	1214	2	PF00005|PF01061|PF13304	Unknown
GCF_015905105.1	contig_25	deepBGC	RiPP	0.70259		7862	9185	1323	1	PF02624	RiPP
GCF_015905105.1	contig_25	deepBGC	RiPP	0.75667		11133	11454	321	1	PF00005|PF01580|PF01926|PF02463|PF02492|PF03193|PF13175|PF13191|PF13304|PF13401|PF13476|PF13555	RiPP
GCF_011140335.1	contig_20	deepBGC		0.5425		22847	23345	498	1	PF01531	Unknown
GCF_011140335.1	contig_3	deepBGC	Saccharide	0.71419		37657	49253	11596	10	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF03235|PF05175|PF06325|PF07510|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_011140335.1	contig_33	deepBGC		0.57342		15756	25956	10200	9	PF00106|PF00398|PF00920|PF01073|PF01081|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07719|PF07993|PF08238|PF08659|PF13460|PF13489|PF13561|PF13649|PF13847|PF16363	RiPP
GCF_011140335.1	contig_33	deepBGC	NRP	0.5401		29151	30977	1826	2	PF00107|PF01262|PF01501|PF02826|PF03446|PF08240	NRPS_like
GCF_011140335.1	contig_7	deepBGC		0.51154		1158	4203	3045	4	PF03070|PF04647|PF04973	Unknown
GCF_034498235.1	contig_1	deepBGC	Other	0.57725		1043829	1044999	1170	1	PF01135|PF01209|PF01596|PF02353|PF05175|PF06325|PF08003|PF08241|PF08242|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_034498235.1	contig_1	deepBGC		0.50001		1170966	1171563	597	1	PF02668	Unknown
GCF_034498235.1	contig_1	deepBGC		0.54767		1172619	1173114	495	1	PF00258|PF12641|PF12724	Unknown
GCA_040861505.1	contig_16	antiSMASH	Terpene-precursor		No	1	12919	12919	18	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024406665.1	contig_17	deepBGC		0.57584		10181	10967	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_003639525.1	contig_7	deepBGC		0.74653		38352	46912	8560	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_024412915.1	contig_15	deepBGC		0.61243		11397	11931	534	1	PF05050	Unknown
GCA_024412915.1	contig_15	deepBGC		0.61473		16789	26709	9920	9	PF00106|PF00398|PF00920|PF01073|PF01081|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07719|PF07993|PF08238|PF08659|PF13460|PF13489|PF13561|PF13649|PF13847|PF16363	RiPP
GCA_024412915.1	contig_15	deepBGC	NRP	0.51707		29912	30959	1047	1	PF00107|PF01262|PF02826|PF03446|PF08240	NRPS_like
GCA_024412915.1	contig_16	deepBGC		0.72184		37698	42790	5092	4	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCA_024412915.1	contig_16	deepBGC	Saccharide	0.50812		43244	44414	1170	1	PF00534|PF13439|PF13579|PF13692	Unknown
GCF_035621295.1	contig_1	deepBGC		0.79457		417986	423720	5734	9	PF00070|PF00258|PF00890|PF01494|PF02130|PF02668|PF03486|PF03597|PF05977|PF07173|PF07690|PF07992|PF09335|PF12641|PF12724|PF12831|PF13347|PF13434|PF13450|PF13738|PF17561	Unknown
GCF_035621295.1	contig_1	deepBGC	Other	0.7624		1512020	1517099	5079	4	PF00133|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_037862095.1	contig_4	antiSMASH	Terpene-precursor		No	1	157883	157883	141	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014497745.1	contig_11	deepBGC		0.6877		0	10998	10998	14	PF00106|PF00266|PF00268|PF00289|PF00364|PF00398|PF01041|PF01053|PF01073|PF01135|PF01370|PF01416|PF02222|PF02655|PF02719|PF02785|PF02786|PF03739|PF04321|PF05050|PF07478|PF07993|PF08443|PF08659|PF13460|PF13549|PF13649|PF13847|PF14397|PF15632|PF16363	RiPP
GCF_014497745.1	contig_11	deepBGC	Polyketide	0.61181		13463	15286	1823	2	PF00106|PF01370|PF07719|PF08238|PF08659|PF13561	Unknown
GCF_014497745.1	contig_29	deepBGC		0.54231		0	285	285	1	PF01817	Unknown
GCF_014497745.1	contig_6	deepBGC		0.65958		33389	35497	2108	5	PF02668|PF03807|PF14748	Unknown
GCF_014497745.1	contig_7	deepBGC	Saccharide	0.62797		37951	46501	8550	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02390|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_014497735.1	contig_22	deepBGC	Other	0.72677		37949	43046	5097	4	PF00133|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_014497735.1	contig_6	deepBGC		0.52131		33014	33314	300	1	PF07883	Unknown
GCA_040861445.1	contig_10	deepBGC		0.51062		7055	7853	798	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCA_040861445.1	contig_18	deepBGC		0.51627		20107	20714	607	2	PF00262|PF06463|PF17023	Unknown
GCA_040861445.1	contig_24	deepBGC		0.54846		343	3400	3057	2	PF02521	Unknown
GCA_024407355.1	contig_43	antiSMASH	Terpene-precursor		No	1	59676	59676	71	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014497385.1	contig_4	deepBGC		0.70195		38170	49784	11614	9	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF03235|PF05175|PF06325|PF07510|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_040861665.1	contig_8	antiSMASH	Terpene-precursor		No	1	57719	57719	59	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003640045.1	contig_19	antiSMASH	Terpene-precursor		No	1	8661	8661	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014496985.1	contig_11	deepBGC	NRP	0.52826		2173	4405	2232	2	PF00107|PF01262|PF02685|PF02826|PF03446|PF08240	NRPS_like
GCF_014496985.1	contig_11	deepBGC	RiPP	0.50287		16063	16693	630	1	PF00398|PF01135|PF13649|PF13847	RiPP
GCF_014496985.1	contig_20	deepBGC		0.53083		2150	3254	1104	1	PF01501	NRPS_like
